r_dev,g_dev,b_dev,red_mean,red_std,red_kurtosis,red_skew,green_mean,green_std,green_kurtosis,green_skew,blue_mean,blue_std,blue_kurtosis,blue_skew,green_ratio,diseased_ratio,entropy_mean,entropy_std,entropy_variation_rhythm,texture_contrast,avg_convexity,min_convexity,contour_area,contour_perimeter,circularity,eccentricity,solidity,aspect_ratio,area_bbox_ratio,image_path,class
56.31956247069223,82.39460444279902,75.9774221527101,75.34436428931451,75.9774221527101,-0.8898950710636733,0.7188124296956557,82.4128654233871,82.39460444279902,-1.0155805873753778,0.6714435153185524,50.29865486391129,56.31956247069223,-0.21033510822386958,1.044535378152152,0.6559287255173032,0.35680829708932754,3.8405524847841552,2.537833621537528,0.010526704016138809,5942.311358595491,0.5291639453148643,0.0,25728.5,3385.5486631393433,0.028207604767584885,0.5002896137258089,0.5908932636935851,0.8658581306415508,0.3738328842797343,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\001187a0-57ab-4329-baff-e7246a9edeb0___RS_Early.B 8178_final_masked.jpg,Potato___Early_blight
58.645668836556176,82.63855596742697,75.28334157555484,80.83534226190476,75.28334157555484,-1.057352490477385,0.5733651853714203,91.61255580357142,82.63855596742697,-1.2562493539604274,0.4519284591726473,56.801469494047616,58.645668836556176,-0.6162474522335453,0.8509894937083148,0.6656108539185405,0.26486684807533556,4.122018692622426,2.409562692136726,0.007464225377826681,5967.5517753587255,0.7747712232124445,0.49904397705544934,27140.0,2177.169818043709,0.0719507122047631,0.8274544550611913,0.628668073665038,0.5615328350144692,0.40971096958962877,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\002a55fb-7a3d-4a3a-aca8-ce2d5ebc6925___RS_Early.B 8170_final_masked.jpg,Potato___Early_blight
65.45253865947588,81.35525808151745,72.53102555894998,78.63392361111111,72.53102555894998,-0.9842978941819251,0.6007473935164613,93.56484375,81.35525808151745,-1.2218123161372443,0.42427951192387614,67.7440451388889,65.45253865947588,-0.8292744516869224,0.7167221247019664,0.6392003151084584,0.0561712232844182,4.228542013019831,2.4073167898126053,0.005580924919617869,5865.492810503169,0.4746815740470477,0.0,30794.5,1615.8245841264725,0.14821583262957164,0.8312028273487767,0.6602487306748817,0.5559692975402507,0.43191147932527163,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\009c8c31-f22d-4ffd-8f16-189c6f06c577___RS_Early.B 7885_final_masked.jpg,Potato___Early_blight
71.52929355820415,82.19260305081714,73.04758557589626,78.42970325100806,73.04758557589626,-1.0722279225481215,0.562423667141839,94.19635206653226,82.19260305081714,-1.2460480909551206,0.40703096781460296,75.49058089717742,71.52929355820415,-1.0310304095859928,0.6031339165647875,0.6119814070495367,0.015899974704585696,4.182578329694274,2.4869412134749207,0.0077660519692415286,6088.383150638575,0.342015985705537,0.0,35246.5,2477.5201040506363,0.07215916302685828,0.807882237090361,0.6646580822602826,0.5893439496540824,0.45581275720164527,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\00d8f10f-5038-4e0f-bb58-0b885ddc0cc5___RS_Early.B 8722_final_masked.jpg,Potato___Early_blight
62.50732695743102,82.63090593333543,73.85576358435902,79.43871228448276,73.85576358435902,-1.0375855024061493,0.5894606525504249,94.07083205049261,82.63090593333543,-1.26040827715035,0.42241066423489115,61.168546028325125,62.50732695743102,-0.7027426611166212,0.8114663825585683,0.6690325462512544,0.08650862206865662,4.238206743691863,2.397474633210229,0.005411207054546501,5979.585420395934,0.5088008151850918,0.0,29024.5,1448.4032312631607,0.17385838494776873,0.7041797193424078,0.6478903340050071,0.7100217763328445,0.43848665178940316,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\0182e991-97f0-4805-a1f7-6e1b4306d518___RS_Early.B 7015_final_masked.jpg,Potato___Early_blight
61.31246152449841,82.67734165812266,72.19734318378339,83.17539639778325,72.19734318378339,-1.1048653503759251,0.4903304579363606,100.48878155788178,82.67734165812266,-1.3232072682719147,0.31286357761464256,62.98670335591133,61.31246152449841,-0.8154658191911746,0.7226269554227869,0.6875159957824357,0.0762490622655664,4.457456159172057,2.2630554988141065,0.004566444063858976,5883.762882345879,0.8424535933142392,0.8333333333333334,30178.5,2323.010438323021,0.0702757017698164,0.6096126058112208,0.6302347050102106,0.7926994833075478,0.4595879232966127,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\02578b86-b234-4ac0-9bc3-691b5610e2bf___RS_Early.B 7562_final_masked.jpg,Potato___Early_blight
46.77198190925433,83.25123134783384,76.60393137178406,85.77647038375973,76.60393137178406,-1.1074483053415274,0.5124361980399676,95.86922969966629,83.25123134783384,-1.2914035300117852,0.393032580817941,40.436231229143495,46.77198190925433,0.22055806066449968,1.1634076146272663,0.7595846414382531,0.37965005514890204,4.217435689029953,2.370347370234403,0.007023727596753417,5820.879864696213,0.6152517626984357,0.2857142857142857,29523.0,2116.057119846344,0.08285440010682107,0.7447798963581771,0.6203367264860067,0.6673102022153589,0.4460510570402863,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\0267d4ca-522e-4ca0-b1a2-ce925e5b54a2___RS_Early.B 7020_final_masked.jpg,Potato___Early_blight
65.9632583363346,81.78436638942975,72.72146041549277,76.72789930555555,72.72146041549277,-0.9636698932714216,0.6382296073204782,92.390625,81.78436638942975,-1.202503102724999,0.4665401590954362,65.75503472222222,65.9632583363346,-0.7630916584845249,0.7743016495487328,0.6484329202676521,0.05365225044003017,4.258960959123409,2.398543577784091,0.006981849428924141,5919.468235127014,0.505522239018275,0.0,32245.0,1050.0285594463348,0.36751072903770804,0.7876696315686029,0.629780913479391,0.6160978424768109,0.42273180458624043,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\028f9b73-142f-499a-9c7b-d7c1ed5e5506___RS_Early.B 8546_final_masked.jpg,Potato___Early_blight
59.46881057312811,82.01745703660615,75.18880760406627,84.48223907019704,75.18880760406627,-1.0446301324153084,0.5502247955958813,94.9021898091133,82.01745703660615,-1.2219336109778456,0.44233067905330853,56.804321890394085,59.46881057312811,-0.4850368561535938,0.9022472257634505,0.6717000482127743,0.31824747231584016,4.4675098415288135,2.212674107841047,0.005085046724231379,5895.623327859774,0.7485270448128233,0.29411764705882354,29535.0,1897.0621727705002,0.10312968958428705,0.7452490204168488,0.5739953900413786,0.6667862457847548,0.43320338698859734,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\034959c1-f1e8-4a79-a6d5-3c1d14efa2f3___RS_Early.B 7136_final_masked.jpg,Potato___Early_blight
48.35901026541625,83.8433102242189,79.45745756542556,92.36903290842872,79.45745756542556,-1.2631060937099379,0.3973743760091919,99.39270616545265,83.8433102242189,-1.3691370436087202,0.31622946461401175,44.253788371488035,48.35901026541625,-0.3439461860962787,0.969676005855497,0.7274970991979537,0.5967999328069881,4.322855143091817,2.3177619988741838,0.00635725007359476,6060.5021205485245,0.6745170334641271,0.35294117647058826,35359.5,1898.4763869047165,0.12328367720864397,0.6122694468051728,0.6466185642656231,0.7906491791615847,0.46685385321748873,C:\Users\PC\Desktop\mlops-python\data\processed\Potato___Early_blight\03b0d3c1-b5b0-48f4-98aa-f8904670290f___RS_Early.B 7051_final_masked.jpg,Potato___Early_blight
